frame,score_dynamic,component_rarity,component_transition_surprise,component_local_density
626,60.099999999999994,1.9,77.5,31.8
627,60.099999999999994,60.099999999999994,72.5,46.9
628,60.5,47.0,74.4,60.5
629,69.0,69.39999999999999,96.0,71.8
630,71.8,72.7,96.1,86.6
631,71.8,69.0,94.1,50.2
632,69.19999999999999,69.3,98.3,78.7
633,69.19999999999999,11.4,59.4,42.6
634,78.7,69.19999999999999,95.19999999999999,10.0
635,69.19999999999999,69.1,95.3,92.10000000000001
636,69.19999999999999,48.1,86.9,95.89999999999999
637,55.400000000000006,48.0,54.7,90.5
638,55.300000000000004,47.9,55.400000000000006,85.39999999999999
639,55.300000000000004,44.1,55.300000000000004,75.6
640,55.400000000000006,44.0,55.2,76.1
641,55.50000000000001,48.4,93.89999999999999,79.60000000000001
642,55.7,48.3,55.50000000000001,58.099999999999994
643,63.3,48.199999999999996,55.7,64.9
644,63.3,13.600000000000001,63.3,65.2
645,63.3,13.5,63.4,85.9
646,63.3,77.60000000000001,93.7,30.2
647,31.0,13.700000000000001,20.1,46.800000000000004
648,31.0,13.3,19.7,40.0
649,31.0,13.200000000000001,58.8,31.0
650,31.0,13.4,95.8,54.6
651,31.0,71.5,46.9,43.7
652,19.6,9.2,65.3,13.8
653,13.8,9.3,63.2,0.8999999999999999
654,13.8,9.4,63.0,19.6
655,19.6,11.200000000000001,19.8,5.4
656,26.900000000000002,29.5,76.7,37.1
657,37.1,92.80000000000001,20.5,65.0
658,45.5,92.9,20.599999999999998,26.900000000000002
659,65.0,45.5,93.30000000000001,7.6
660,56.10000000000001,66.2,93.2,66.0
661,56.10000000000001,70.89999999999999,93.10000000000001,33.4
662,56.10000000000001,56.10000000000001,70.3,34.2
663,35.4,9.9,63.1,4.2
664,35.4,10.2,94.0,35.4
665,33.900000000000006,88.3,20.0,29.099999999999998
666,35.4,71.0,69.3,8.9
667,66.10000000000001,8.6,74.2,33.900000000000006
668,66.10000000000001,66.3,69.1,58.4
669,66.10000000000001,66.10000000000001,47.199999999999996,73.3
670,66.10000000000001,48.8,69.39999999999999,23.7
671,59.4,49.4,93.8,79.0
672,48.8,71.1,21.2,59.4
673,44.800000000000004,8.5,92.0,5.1
674,44.800000000000004,77.9,21.3,44.800000000000004
675,8.5,2.5,38.1,0.8
676,44.800000000000004,55.800000000000004,21.4,89.2
677,51.1,2.1999999999999997,89.5,4.6
678,51.1,55.900000000000006,63.9,30.9
679,51.1,67.80000000000001,46.400000000000006,51.1
680,51.1,3.5000000000000004,77.60000000000001,47.699999999999996
681,51.1,68.5,93.60000000000001,81.89999999999999
682,47.699999999999996,87.9,20.200000000000003,23.9
683,29.4,68.2,93.4,35.099999999999994
684,27.6,88.0,20.3,8.799999999999999
685,29.4,3.5999999999999996,37.8,29.4
686,29.4,88.1,20.4,27.6
687,52.2,42.9,52.2,92.7
688,52.2,59.099999999999994,70.19999999999999,41.9
689,52.2,67.9,92.10000000000001,57.3
690,49.3,49.3,92.2,15.9
691,24.9,2.3,92.30000000000001,1.7000000000000002
692,24.9,10.0,94.6,3.2
693,24.9,10.100000000000001,94.69999999999999,24.9
694,38.0,3.3000000000000003,94.5,38.0
695,48.4,3.2,85.2,48.4
696,50.8,68.4,92.4,92.0
697,67.4,67.4,68.4,57.699999999999996
698,67.5,68.30000000000001,47.8,50.8
699,67.5,8.799999999999999,92.60000000000001,76.9
700,67.60000000000001,67.5,78.60000000000001,18.9
701,76.9,67.60000000000001,93.5,57.49999999999999
702,67.60000000000001,67.7,92.7,89.3
703,67.60000000000001,76.9,50.9,94.5
704,61.6,76.8,51.2,16.0
705,56.3,16.7,72.89999999999999,9.2
706,56.3,61.6,71.2,50.0
707,61.6,56.3,73.4,54.900000000000006
708,61.9,68.10000000000001,78.5,56.8
709,68.10000000000001,74.8,21.6,61.9
710,71.89999999999999,75.3,51.1,74.3
711,72.0,62.7,71.89999999999999,96.3
712,74.3,62.6,72.0,90.3
713,72.0,75.2,50.8,75.3
714,74.9,75.0,50.7,82.8
715,75.0,75.1,51.0,58.5
716,74.9,74.9,61.199999999999996,82.19999999999999
717,60.9,75.9,61.1,89.60000000000001
718,61.0,75.7,60.9,59.8
719,61.0,85.8,21.5,41.4
720,61.0,75.8,61.0,32.4
721,61.0,75.6,91.4,62.5
722,61.0,75.5,51.6,65.5
723,53.5,75.4,53.5,31.3
724,53.5,78.5,51.5,46.300000000000004
725,53.5,78.2,53.400000000000006,15.2
726,56.99999999999999,63.800000000000004,56.99999999999999,32.7
727,57.099999999999994,63.9,71.8,79.80000000000001
728,57.099999999999994,64.0,57.099999999999994,36.6
729,64.1,64.1,63.6,86.1
730,57.099999999999994,62.8,56.49999999999999,47.0
731,64.1,10.299999999999999,94.3,73.5
732,66.4,73.8,51.4,53.7
733,66.4,16.8,72.7,93.5
734,62.9,73.9,60.8,66.4
735,62.9,18.7,83.0,33.2
736,62.9,62.9,56.3,81.0
737,56.00000000000001,74.1,50.6,53.1
738,62.9,62.5,71.3,86.5
739,64.3,56.00000000000001,64.5,30.0
740,71.3,64.3,57.199999999999996,68.30000000000001
741,64.3,78.7,53.1,77.7
742,64.3,78.60000000000001,53.6,72.6
743,65.9,78.4,53.300000000000004,17.0
744,63.2,63.3,56.89999999999999,22.7
745,61.4,65.9,56.8,76.5
746,61.4,63.2,56.699999999999996,64.0
747,61.4,78.10000000000001,61.4,36.0
748,61.4,78.3,61.3,48.3
749,61.3,63.5,56.10000000000001,35.8
750,56.10000000000001,63.4,21.7,64.5
751,28.999999999999996,17.2,65.7,28.999999999999996
752,28.999999999999996,16.6,82.3,26.0
753,28.999999999999996,17.1,66.0,21.0
754,59.5,63.7,80.2,80.7
755,65.5,63.6,56.2,59.5
756,65.5,65.7,80.9,24.4
757,65.5,65.5,78.2,55.300000000000004
758,65.60000000000001,65.4,56.39999999999999,19.400000000000002
759,65.5,65.60000000000001,16.6,89.4
760,65.60000000000001,84.5,16.8,65.9
761,65.60000000000001,16.5,16.900000000000002,42.8
762,20.9,65.8,17.0,66.3
763,20.9,16.400000000000002,17.1,95.39999999999999
764,20.9,20.9,17.2,88.5
765,20.9,64.4,17.299999999999997,83.2
766,20.9,20.8,17.4,44.9
767,23.9,23.9,17.5,53.900000000000006
768,20.8,66.0,18.5,16.2
769,23.9,84.6,18.6,64.1
770,64.1,16.2,18.7,56.99999999999999
771,64.1,84.7,18.8,69.69999999999999
772,55.50000000000001,82.6,18.9,72.2
773,55.50000000000001,82.69999999999999,19.0,55.50000000000001
774,55.50000000000001,82.8,19.1,36.1
775,47.5,82.89999999999999,19.2,47.5
776,47.5,83.0,17.599999999999998,71.89999999999999
777,64.9,83.1,17.7,24.099999999999998
778,71.89999999999999,83.2,17.8,95.19999999999999
779,64.9,64.9,71.7,25.6
780,64.9,83.3,17.9,80.5
781,53.2,26.200000000000003,81.0,14.299999999999999
782,41.099999999999994,15.0,64.9,41.099999999999994
783,41.099999999999994,78.8,53.2,25.5
784,41.099999999999994,83.39999999999999,3.5999999999999996,29.9
785,38.4,56.99999999999999,64.7,46.5
786,38.4,22.900000000000002,50.0,38.4
787,56.99999999999999,20.1,66.9,37.8
788,58.599999999999994,19.6,82.6,58.599999999999994
789,61.5,79.10000000000001,61.5,51.9
790,61.5,19.400000000000002,82.8,83.89999999999999
791,61.5,19.5,65.5,77.60000000000001
792,65.5,20.599999999999998,83.1,58.8
793,65.5,20.5,73.1,57.199999999999996
794,79.80000000000001,22.7,84.8,84.7
795,79.80000000000001,65.0,79.80000000000001,88.4
796,79.80000000000001,22.8,85.0,83.39999999999999
797,79.80000000000001,19.2,66.8,3.5000000000000004
798,71.7,65.3,78.3,13.900000000000002
799,71.7,64.8,80.10000000000001,94.89999999999999
800,71.7,64.7,80.5,71.7
801,73.2,19.3,85.8,85.0
802,73.2,64.60000000000001,80.80000000000001,43.8
803,73.2,78.9,61.6,73.2
804,66.60000000000001,22.1,85.7,88.1
805,66.60000000000001,22.2,82.89999999999999,25.0
806,66.60000000000001,18.5,66.60000000000001,94.6
807,55.400000000000006,18.4,66.5,55.400000000000006
808,55.400000000000006,24.5,82.0,92.5
809,40.9,17.5,68.0,21.7
810,40.9,17.8,66.7,35.9
811,40.9,24.4,49.9,40.9
812,40.9,17.9,66.10000000000001,86.4
813,56.00000000000001,65.2,71.6,10.6
814,61.6,24.7,3.5000000000000004,90.7
815,56.00000000000001,65.10000000000001,56.00000000000001,43.0
816,56.00000000000001,17.7,67.30000000000001,61.6
817,60.4,18.0,82.5,55.2
818,60.4,64.5,71.39999999999999,34.300000000000004
819,55.2,60.4,64.8,56.599999999999994
820,54.300000000000004,18.6,82.69999999999999,24.0
821,54.300000000000004,24.6,82.1,54.300000000000004
822,51.4,18.099999999999998,85.6,51.4
823,54.300000000000004,76.6,60.699999999999996,17.299999999999997
824,60.699999999999996,86.0,3.6999999999999997,32.300000000000004
825,61.5,61.5,80.0,20.9
826,63.0,18.2,72.8,87.0
827,63.0,63.0,80.30000000000001,19.1
828,63.0,76.5,3.8,89.1
829,63.0,61.7,56.599999999999994,86.0
830,62.0,62.0,3.9,62.8
831,61.7,61.9,79.9,84.8
832,49.2,24.9,84.7,43.9
833,43.9,61.8,5.0,32.6
834,43.9,59.4,5.1,49.2
835,44.2,18.3,67.10000000000001,40.8
836,49.2,77.8,5.2,51.800000000000004
837,51.800000000000004,21.0,67.2,44.2
838,51.800000000000004,86.5,5.3,55.900000000000006
839,44.2,62.1,80.4,38.2
840,34.1,86.6,4.6,34.1
841,30.8,19.1,66.3,13.600000000000001
842,30.8,21.5,66.4,2.1
843,21.7,86.7,4.7,30.8
844,21.7,86.8,4.8,53.400000000000006
845,30.8,21.7,67.5,5.0
846,21.7,86.9,4.9,14.499999999999998
847,21.4,21.6,66.2,65.8
848,21.2,21.4,85.5,14.7
849,21.4,21.099999999999998,82.19999999999999,1.2
850,21.4,21.2,85.3,6.4
851,56.699999999999996,21.3,86.0,70.3
852,67.0,21.9,67.0,81.69999999999999
853,67.0,22.0,73.0,56.699999999999996
854,67.0,61.3,80.60000000000001,79.5
855,62.1,68.7,62.1,48.1
856,62.1,22.3,84.39999999999999,68.60000000000001
857,61.4,21.8,85.9,59.599999999999994
858,61.4,23.0,49.8,48.199999999999996
859,61.4,61.4,63.7,54.1
860,61.4,22.6,84.6,71.39999999999999
861,61.4,22.5,84.5,96.7
862,60.4,19.900000000000002,82.39999999999999,39.800000000000004
863,47.8,73.3,60.4,36.3
864,39.800000000000004,19.8,68.2,47.8
865,22.400000000000002,19.7,65.60000000000001,20.7
866,22.400000000000002,20.0,1.7999999999999998,22.900000000000002
867,22.400000000000002,22.400000000000002,1.9,46.1
868,23.400000000000002,23.400000000000002,2.0,86.9
869,23.400000000000002,57.8,91.0,41.699999999999996
870,48.5,20.200000000000003,85.39999999999999,48.5
871,57.8,20.3,2.1,68.2
872,58.9,61.199999999999996,63.5,85.3
873,63.5,57.9,91.7,75.0
874,63.5,57.699999999999996,91.60000000000001,58.9
875,68.10000000000001,20.4,68.10000000000001,74.7
876,68.10000000000001,89.8,5.4,49.9
877,80.0,89.9,5.5,89.8
878,80.0,90.0,1.4000000000000001,96.89999999999999
879,80.0,23.3,91.5,80.0
880,57.599999999999994,23.200000000000003,92.9,57.599999999999994
881,57.599999999999994,90.10000000000001,8.9,55.60000000000001
882,55.60000000000001,57.599999999999994,92.5,52.5
883,55.60000000000001,23.1,49.7,88.2
884,49.7,24.0,49.6,95.5
885,49.7,58.599999999999994,63.800000000000004,76.4
886,60.0,23.599999999999998,9.0,51.7
887,60.0,23.5,85.1,60.0
888,58.5,91.2,1.2,70.8
889,58.5,58.4,1.3,77.10000000000001
890,58.5,58.5,0.0,95.7
891,58.4,23.799999999999997,1.5,95.0
892,58.5,23.7,94.19999999999999,73.9
893,24.2,24.2,1.6,91.9
894,73.9,24.099999999999998,90.9,79.3
895,26.400000000000002,20.7,1.7000000000000002,7.5
896,26.400000000000002,91.3,10.5,84.89999999999999
897,26.400000000000002,26.400000000000002,10.6,91.8
898,51.2,91.4,10.7,19.5
899,51.2,91.5,10.8,67.5
900,51.2,95.89999999999999,10.9,51.2
901,67.5,93.0,11.0,80.9
902,51.2,77.5,46.2,21.2
903,46.2,93.10000000000001,7.000000000000001,92.60000000000001
904,46.1,73.0,46.1,27.900000000000002
905,43.2,93.2,8.5,26.3
906,43.2,93.30000000000001,8.6,42.699999999999996
907,43.2,93.4,8.7,43.2
908,52.1,93.5,8.799999999999999,94.0
909,52.1,52.1,43.3,64.2
910,52.1,52.2,45.800000000000004,77.4
911,52.0,51.7,46.0,50.4
912,51.9,52.0,44.2,54.800000000000004
913,51.800000000000004,51.800000000000004,35.699999999999996,54.2
914,51.800000000000004,51.9,35.8,87.4
915,51.800000000000004,93.60000000000001,35.0,42.5
916,51.9,55.1,43.8,50.5
917,50.5,52.800000000000004,43.7,80.60000000000001
918,52.800000000000004,52.900000000000006,36.0,80.10000000000001
919,52.800000000000004,53.400000000000006,43.5,37.7
920,52.900000000000006,53.300000000000004,45.2,91.5
921,53.300000000000004,55.00000000000001,45.9,37.6
922,53.5,53.5,45.7,85.8
923,53.5,94.5,10.2,57.99999999999999
924,55.2,94.6,10.299999999999999,81.6
925,55.2,17.599999999999998,10.4,47.199999999999996
926,46.0,55.2,45.5,78.3
927,46.0,52.7,45.4,25.7
928,52.400000000000006,94.69999999999999,27.1,46.0
929,52.400000000000006,52.400000000000006,43.4,79.7
930,52.400000000000006,53.1,43.6,59.199999999999996
931,53.0,53.0,43.9,72.7
932,53.0,50.1,44.0,56.00000000000001
933,50.2,73.6,46.300000000000004,93.4
934,50.2,50.2,44.1,94.3
935,50.3,96.0,27.200000000000003,45.800000000000004
936,50.3,50.3,96.6,16.400000000000002
937,50.3,50.4,44.9,80.80000000000001
938,50.3,50.5,87.3,89.5
939,50.4,50.6,44.800000000000004,20.1
940,55.300000000000004,50.7,35.6,39.5
941,55.300000000000004,55.300000000000004,44.7,76.2
942,55.300000000000004,55.400000000000006,44.3,66.60000000000001
943,55.400000000000006,55.50000000000001,43.2,91.7
944,55.400000000000006,54.800000000000004,45.6,76.0
945,54.800000000000004,96.1,30.599999999999998,82.3
946,47.3,47.3,99.2,9.0
947,47.3,54.900000000000006,30.7,28.4
948,40.300000000000004,12.7,89.2,40.300000000000004
949,40.300000000000004,50.9,87.0,63.4
950,54.300000000000004,97.7,30.8,16.8
951,54.300000000000004,54.0,99.3,62.3
952,54.1,54.300000000000004,26.6,72.5
953,54.1,54.2,26.700000000000003,33.800000000000004
954,54.1,54.1,26.8,60.9
955,43.8,43.8,97.8,24.5
956,54.1,54.6,45.1,74.8
957,43.8,97.8,26.900000000000002,33.5
958,50.0,51.6,99.6,72.8
959,50.0,12.4,27.0,58.199999999999996
960,50.0,50.0,15.1,70.6
961,41.199999999999996,49.9,91.9,81.39999999999999
962,50.0,97.89999999999999,15.2,31.2
963,41.199999999999996,98.0,13.900000000000002,41.199999999999996
964,41.199999999999996,80.4,15.4,66.7
965,41.199999999999996,53.7,15.5,28.299999999999997
966,43.9,53.800000000000004,45.0,65.3
967,43.9,33.0,64.4,3.9
968,50.9,43.9,24.5,74.6
969,50.9,80.5,24.6,50.9
970,50.9,80.60000000000001,24.7,65.60000000000001
971,50.9,53.900000000000006,99.5,36.7
972,53.900000000000006,80.7,24.8,33.7
973,45.300000000000004,54.50000000000001,45.300000000000004,23.5
974,45.300000000000004,80.80000000000001,26.3,90.2
975,50.7,80.9,30.5,24.8
976,50.7,53.6,44.5,62.6
977,30.5,50.8,16.1,50.7
978,50.7,97.5,16.2,30.4
979,49.0,97.6,16.3,29.799999999999997
980,49.0,81.5,16.400000000000002,92.4
981,51.0,49.0,100.0,45.300000000000004
982,51.0,51.0,99.9,49.0
983,51.0,51.1,81.10000000000001,83.5
984,51.0,81.6,28.299999999999997,14.2
985,44.6,51.2,44.4,77.0
986,44.6,51.300000000000004,44.6,11.799999999999999
987,44.6,81.69999999999999,28.4,35.0
988,44.6,51.4,28.499999999999996,49.3
989,49.3,81.8,28.599999999999998,9.6
990,49.3,100.0,28.7,77.9
991,49.1,51.5,14.2,84.6
992,51.5,49.1,27.800000000000004,56.10000000000001
993,51.5,32.800000000000004,29.099999999999998,10.7
994,49.1,54.7,27.6,72.89999999999999
995,54.400000000000006,54.400000000000006,14.099999999999998,60.199999999999996
996,54.400000000000006,53.2,14.299999999999999,35.199999999999996
997,35.199999999999996,99.5,28.799999999999997,56.2
998,33.0,99.6,28.9,24.3
999,33.0,47.4,15.7,32.1
1000,33.0,12.6,33.0,61.4
